"TIME","GEO","UNIT","COICOP","Value","Flag and Footnotes"
"2013","Belgium","Current prices, million euro","Health","12,100.0",""
"2013","Belgium","Current prices, million euro","Recreation and culture","16,989.7",""
"2013","Belgium","Current prices, million euro","Other major durables for recreation and culture","556.7",""
"2013","Belgium","Chain linked volumes (2010), million euro","Health","11,562.3",""
"2013","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,518.8",""
"2013","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","546.8",""
"2013","Bulgaria","Percentage of total","Health","6.2",""
"2013","Bulgaria","Percentage of total","Recreation and culture","7.1",""
"2013","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.3",""
"2013","Bulgaria","Current prices, million euro","Health","1,736.2",""
"2013","Bulgaria","Current prices, million euro","Recreation and culture","1,986.5",""
"2013","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","76.1",""
"2013","Bulgaria","Chain linked volumes (2010), million euro","Health","1,648.8",""
"2013","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","1,886.5",""
"2013","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","72.3",""
"2013","Denmark","Percentage of total","Health","2.9",""
"2013","Denmark","Percentage of total","Recreation and culture","11.0",""
"2013","Denmark","Percentage of total","Other major durables for recreation and culture","0.4",""
"2013","Denmark","Current prices, million euro","Health","3,418.8",""
"2013","Denmark","Current prices, million euro","Recreation and culture","13,140.3",""
"2013","Denmark","Current prices, million euro","Other major durables for recreation and culture","435.4",""
"2013","Denmark","Chain linked volumes (2010), million euro","Health","3,333.7",""
"2013","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","13,710.5",""
"2013","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","403.5",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.2",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","9.0",""
"2013","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.3",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","76,393.0",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","131,981.0",""
"2013","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","3,760.0",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","77,363.3",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","130,428.0",""
"2013","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,472.3",""
"2013","Greece","Percentage of total","Health","3.9","p"
"2013","Greece","Percentage of total","Recreation and culture","4.5","p"
"2013","Greece","Percentage of total","Other major durables for recreation and culture","0.3","p"
"2013","Greece","Current prices, million euro","Health","5,180.8","p"
"2013","Greece","Current prices, million euro","Recreation and culture","6,052.5","p"
"2013","Greece","Current prices, million euro","Other major durables for recreation and culture","456.1","p"
"2013","Greece","Chain linked volumes (2010), million euro","Health","4,929.6","p"
"2013","Greece","Chain linked volumes (2010), million euro","Recreation and culture","6,299.0","p"
"2013","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","448.8","p"
"2013","France","Percentage of total","Health","4.2",""
"2013","France","Percentage of total","Recreation and culture","8.3",""
"2013","France","Percentage of total","Other major durables for recreation and culture","0.4",""
"2013","France","Current prices, million euro","Health","47,838.0",""
"2013","France","Current prices, million euro","Recreation and culture","95,278.0",""
"2013","France","Current prices, million euro","Other major durables for recreation and culture","4,357.0",""
"2013","France","Chain linked volumes (2010), million euro","Health","48,107.0",""
"2013","France","Chain linked volumes (2010), million euro","Recreation and culture","95,875.0",""
"2013","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,193.0",""
"2013","Italy","Percentage of total","Health","3.3",""
"2013","Italy","Percentage of total","Recreation and culture","6.5",""
"2013","Italy","Percentage of total","Other major durables for recreation and culture","0.2",""
"2013","Italy","Current prices, million euro","Health","32,703.2",""
"2013","Italy","Current prices, million euro","Recreation and culture","63,968.4",""
"2013","Italy","Current prices, million euro","Other major durables for recreation and culture","2,342.5",""
"2013","Italy","Chain linked volumes (2010), million euro","Health","29,270.8",""
"2013","Italy","Chain linked volumes (2010), million euro","Recreation and culture","63,443.6",""
"2013","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","2,254.2",""
"2013","Latvia","Percentage of total","Health","3.9",""
"2013","Latvia","Percentage of total","Recreation and culture","9.0",""
"2013","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2013","Latvia","Current prices, million euro","Health","536.5",""
"2013","Latvia","Current prices, million euro","Recreation and culture","1,251.7",""
"2013","Latvia","Current prices, million euro","Other major durables for recreation and culture","4.7",""
"2013","Latvia","Chain linked volumes (2010), million euro","Health","530.0",""
"2013","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","1,276.4",""
"2013","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","5.6",""
"2013","Luxembourg","Percentage of total","Health","2.3",""
"2013","Luxembourg","Percentage of total","Recreation and culture","6.1",""
"2013","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2013","Luxembourg","Current prices, million euro","Health","398.5",""
"2013","Luxembourg","Current prices, million euro","Recreation and culture","1,030.1",""
"2013","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","29.7",""
"2013","Luxembourg","Chain linked volumes (2010), million euro","Health","356.3",""
"2013","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","989.1",""
"2013","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","28.4",""
"2013","Slovenia","Percentage of total","Health","4.0",""
"2013","Slovenia","Percentage of total","Recreation and culture","8.3",""
"2013","Slovenia","Percentage of total","Other major durables for recreation and culture","0.2",""
"2013","Slovenia","Current prices, million euro","Health","847.0",""
"2013","Slovenia","Current prices, million euro","Recreation and culture","1,768.9",""
"2013","Slovenia","Current prices, million euro","Other major durables for recreation and culture","32.3",""
"2013","Slovenia","Chain linked volumes (2010), million euro","Health","840.1",""
"2013","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,775.7",""
"2013","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","32.9",""
"2013","Finland","Percentage of total","Health","4.4",""
"2013","Finland","Percentage of total","Recreation and culture","11.1",""
"2013","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2013","Finland","Current prices, million euro","Health","4,643.0",""
"2013","Finland","Current prices, million euro","Recreation and culture","11,786.0",""
"2013","Finland","Current prices, million euro","Other major durables for recreation and culture","801.0",""
"2013","Finland","Chain linked volumes (2010), million euro","Health","4,485.0",""
"2013","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,641.0",""
"2013","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","769.0",""
"2013","Switzerland","Percentage of total","Health",":",""
"2013","Switzerland","Percentage of total","Recreation and culture",":",""
"2013","Switzerland","Percentage of total","Other major durables for recreation and culture",":",""
"2013","Switzerland","Current prices, million euro","Health",":",""
"2013","Switzerland","Current prices, million euro","Recreation and culture",":",""
"2013","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":",""
"2013","Switzerland","Chain linked volumes (2010), million euro","Health",":",""
"2013","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2013","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2013","Bosnia and Herzegovina","Percentage of total","Health",":",""
"2013","Bosnia and Herzegovina","Percentage of total","Recreation and culture",":",""
"2013","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2013","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2013","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2013","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2013","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2013","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2013","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2014","European Union (28 countries)","Percentage of total","Health","3.9",""
"2014","European Union (28 countries)","Percentage of total","Recreation and culture","8.4",""
"2014","European Union (28 countries)","Percentage of total","Other major durables for recreation and culture","0.4",""
"2014","European Union (28 countries)","Current prices, million euro","Health","299,884.6",""
"2014","European Union (28 countries)","Current prices, million euro","Recreation and culture","650,906.2",""
"2014","European Union (28 countries)","Current prices, million euro","Other major durables for recreation and culture","29,998.9",""
"2014","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","285,845.5",""
"2014","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","641,921.0",""
"2014","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","27,705.0",""
"2014","Belgium","Percentage of total","Health","6.3",""
"2014","Belgium","Percentage of total","Recreation and culture","8.7",""
"2014","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
"2014","Belgium","Current prices, million euro","Health","12,373.3",""
"2014","Belgium","Current prices, million euro","Recreation and culture","17,080.0",""
"2014","Belgium","Current prices, million euro","Other major durables for recreation and culture","570.1",""
"2014","Belgium","Chain linked volumes (2010), million euro","Health","11,765.5",""
"2014","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,444.6",""
"2014","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","554.3",""
"2014","Bulgaria","Percentage of total","Health","6.4",""
"2014","Bulgaria","Percentage of total","Recreation and culture","7.5",""
"2014","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.3",""
"2014","Bulgaria","Current prices, million euro","Health","1,840.3",""
"2014","Bulgaria","Current prices, million euro","Recreation and culture","2,151.8",""
"2014","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","79.0",""
"2014","Bulgaria","Chain linked volumes (2010), million euro","Health","1,786.2",""
"2014","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","2,088.5",""
"2014","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","76.7",""
"2014","Denmark","Percentage of total","Health","2.9",""
"2014","Denmark","Percentage of total","Recreation and culture","11.1",""
"2014","Denmark","Percentage of total","Other major durables for recreation and culture","0.4",""
"2014","Denmark","Current prices, million euro","Health","3,512.5",""
"2014","Denmark","Current prices, million euro","Recreation and culture","13,574.1",""
"2014","Denmark","Current prices, million euro","Other major durables for recreation and culture","497.3",""
"2014","Denmark","Chain linked volumes (2010), million euro","Health","3,389.8",""
"2014","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","14,284.2",""
"2014","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","455.9",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.3",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","8.8",""
"2014","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.3",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","79,300.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","132,443.0",""
"2014","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","3,881.0",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","78,522.4",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","130,148.0",""
"2014","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,484.4",""
"2014","Greece","Percentage of total","Health","4.0","p"
"2014","Greece","Percentage of total","Recreation and culture","4.6","p"
"2014","Greece","Percentage of total","Other major durables for recreation and culture","0.4","p"
"2014","Greece","Current prices, million euro","Health","5,254.6","p"
"2014","Greece","Current prices, million euro","Recreation and culture","6,052.9","p"
"2014","Greece","Current prices, million euro","Other major durables for recreation and culture","519.3","p"
"2014","Greece","Chain linked volumes (2010), million euro","Health","5,316.2","p"
"2014","Greece","Chain linked volumes (2010), million euro","Recreation and culture","6,413.7","p"
"2014","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","505.4","p"
"2014","France","Percentage of total","Health","4.2",""
"2014","France","Percentage of total","Recreation and culture","8.4",""
"2014","France","Percentage of total","Other major durables for recreation and culture","0.4",""
"2014","France","Current prices, million euro","Health","48,311.0",""
"2014","France","Current prices, million euro","Recreation and culture","96,390.0",""
"2014","France","Current prices, million euro","Other major durables for recreation and culture","4,412.0",""
"2014","France","Chain linked volumes (2010), million euro","Health","48,907.0",""
"2014","France","Chain linked volumes (2010), million euro","Recreation and culture","97,284.0",""
"2014","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,165.0",""
"2014","Italy","Percentage of total","Health","3.4",""
"2014","Italy","Percentage of total","Recreation and culture","6.5",""
"2014","Italy","Percentage of total","Other major durables for recreation and culture","0.2",""
"2014","Italy","Current prices, million euro","Health","33,741.5",""
"2014","Italy","Current prices, million euro","Recreation and culture","64,588.9",""
"2014","Italy","Current prices, million euro","Other major durables for recreation and culture","2,249.1",""
"2014","Italy","Chain linked volumes (2010), million euro","Health","29,828.5",""
"2014","Italy","Chain linked volumes (2010), million euro","Recreation and culture","64,012.3",""
"2014","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","2,125.8",""
"2014","Latvia","Percentage of total","Health","4.2",""
"2014","Latvia","Percentage of total","Recreation and culture","9.0",""
"2014","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2014","Latvia","Current prices, million euro","Health","596.7",""
"2014","Latvia","Current prices, million euro","Recreation and culture","1,296.5",""
"2014","Latvia","Current prices, million euro","Other major durables for recreation and culture","5.7",""
"2014","Latvia","Chain linked volumes (2010), million euro","Health","582.0",""
"2014","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","1,304.8",""
"2014","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","7.2",""
"2014","Luxembourg","Percentage of total","Health","1.9",""
"2014","Luxembourg","Percentage of total","Recreation and culture","6.1",""
"2014","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2014","Luxembourg","Current prices, million euro","Health","343.0",""
"2014","Luxembourg","Current prices, million euro","Recreation and culture","1,084.8",""
"2014","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","36.7",""
"2014","Luxembourg","Chain linked volumes (2010), million euro","Health","299.7",""
"2014","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","1,026.6",""
"2014","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","34.0",""
"2014","Slovenia","Percentage of total","Health","3.9",""
"2014","Slovenia","Percentage of total","Recreation and culture","8.4",""
"2014","Slovenia","Percentage of total","Other major durables for recreation and culture","0.2",""
"2014","Slovenia","Current prices, million euro","Health","835.1",""
"2014","Slovenia","Current prices, million euro","Recreation and culture","1,824.5",""
"2014","Slovenia","Current prices, million euro","Other major durables for recreation and culture","32.8",""
"2014","Slovenia","Chain linked volumes (2010), million euro","Health","832.3",""
"2014","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,821.6",""
"2014","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","34.1",""
"2014","Finland","Percentage of total","Health","4.4",""
"2014","Finland","Percentage of total","Recreation and culture","10.8",""
"2014","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2014","Finland","Current prices, million euro","Health","4,716.0",""
"2014","Finland","Current prices, million euro","Recreation and culture","11,647.0",""
"2014","Finland","Current prices, million euro","Other major durables for recreation and culture","816.0",""
"2014","Finland","Chain linked volumes (2010), million euro","Health","4,382.0",""
"2014","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,471.0",""
"2014","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","781.0",""
"2014","Switzerland","Percentage of total","Health",":",""
"2014","Switzerland","Percentage of total","Recreation and culture",":",""
"2014","Switzerland","Percentage of total","Other major durables for recreation and culture",":",""
"2014","Switzerland","Current prices, million euro","Health",":",""
"2014","Switzerland","Current prices, million euro","Recreation and culture",":",""
"2014","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":",""
"2014","Switzerland","Chain linked volumes (2010), million euro","Health",":",""
"2014","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2014","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2014","Bosnia and Herzegovina","Percentage of total","Health",":",""
"2014","Bosnia and Herzegovina","Percentage of total","Recreation and culture",":",""
"2014","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2014","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2014","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2014","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2014","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2014","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2014","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2015","European Union (28 countries)","Percentage of total","Health","3.9",""
"2015","European Union (28 countries)","Percentage of total","Recreation and culture","8.5",""
"2015","European Union (28 countries)","Percentage of total","Other major durables for recreation and culture","0.4",""
"2015","European Union (28 countries)","Current prices, million euro","Health","313,189.2",""
"2015","European Union (28 countries)","Current prices, million euro","Recreation and culture","688,404.9",""
"2015","European Union (28 countries)","Current prices, million euro","Other major durables for recreation and culture","35,393.4",""
"2015","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","293,620.7",""
"2015","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","664,461.3",""
"2015","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","30,694.5",""
"2015","Belgium","Percentage of total","Health","6.3",""
"2015","Belgium","Percentage of total","Recreation and culture","8.5",""
"2015","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
"2015","Belgium","Current prices, million euro","Health","12,537.7",""
"2015","Belgium","Current prices, million euro","Recreation and culture","17,072.9",""
"2015","Belgium","Current prices, million euro","Other major durables for recreation and culture","567.4",""
"2015","Belgium","Chain linked volumes (2010), million euro","Health","12,083.0",""
"2015","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,348.6",""
"2015","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","544.6",""
"2015","Bulgaria","Percentage of total","Health","6.1",""
"2015","Bulgaria","Percentage of total","Recreation and culture","7.6",""
"2015","Bulgaria","Percentage of total","Other major durables for recreation and culture","0.3",""
"2015","Bulgaria","Current prices, million euro","Health","1,827.8",""
"2015","Bulgaria","Current prices, million euro","Recreation and culture","2,266.8",""
"2015","Bulgaria","Current prices, million euro","Other major durables for recreation and culture","82.0",""
"2015","Bulgaria","Chain linked volumes (2010), million euro","Health","1,806.0",""
"2015","Bulgaria","Chain linked volumes (2010), million euro","Recreation and culture","2,239.7",""
"2015","Bulgaria","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","81.0",""
"2015","Denmark","Percentage of total","Health","2.9",""
"2015","Denmark","Percentage of total","Recreation and culture","11.0",""
"2015","Denmark","Percentage of total","Other major durables for recreation and culture","0.4",""
"2015","Denmark","Current prices, million euro","Health","3,615.9",""
"2015","Denmark","Current prices, million euro","Recreation and culture","13,672.5",""
"2015","Denmark","Current prices, million euro","Other major durables for recreation and culture","465.8",""
"2015","Denmark","Chain linked volumes (2010), million euro","Health","3,479.1",""
"2015","Denmark","Chain linked volumes (2010), million euro","Recreation and culture","14,213.6",""
"2015","Denmark","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","420.2",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage of total","Health","5.2",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage of total","Recreation and culture","9.0",""
"2015","Germany (until 1990 former territory of the FRG)","Percentage of total","Other major durables for recreation and culture","0.3",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Health","79,962.0",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Recreation and culture","138,867.0",""
"2015","Germany (until 1990 former territory of the FRG)","Current prices, million euro","Other major durables for recreation and culture","3,994.0",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Health","77,592.3",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Recreation and culture","135,375.8",""
"2015","Germany (until 1990 former territory of the FRG)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","3,519.3",""
"2015","Greece","Percentage of total","Health","4.1","p"
"2015","Greece","Percentage of total","Recreation and culture","4.5","p"
"2015","Greece","Percentage of total","Other major durables for recreation and culture","0.4","p"
"2015","Greece","Current prices, million euro","Health","5,365.3","p"
"2015","Greece","Current prices, million euro","Recreation and culture","5,885.9","p"
"2015","Greece","Current prices, million euro","Other major durables for recreation and culture","487.5","p"
"2015","Greece","Chain linked volumes (2010), million euro","Health","5,453.2","p"
"2015","Greece","Chain linked volumes (2010), million euro","Recreation and culture","6,370.1","p"
"2015","Greece","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","487.3","p"
"2015","France","Percentage of total","Health","4.2","p"
"2015","France","Percentage of total","Recreation and culture","8.3","p"
"2015","France","Percentage of total","Other major durables for recreation and culture","0.4","p"
"2015","France","Current prices, million euro","Health","48,755.0","p"
"2015","France","Current prices, million euro","Recreation and culture","97,265.0","p"
"2015","France","Current prices, million euro","Other major durables for recreation and culture","4,782.0","p"
"2015","France","Chain linked volumes (2010), million euro","Health","49,866.0","p"
"2015","France","Chain linked volumes (2010), million euro","Recreation and culture","98,416.0","p"
"2015","France","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","4,476.0","p"
"2015","Italy","Percentage of total","Health","3.5",""
"2015","Italy","Percentage of total","Recreation and culture","6.6",""
"2015","Italy","Percentage of total","Other major durables for recreation and culture","0.2",""
"2015","Italy","Current prices, million euro","Health","35,675.2",""
"2015","Italy","Current prices, million euro","Recreation and culture","67,343.8",""
"2015","Italy","Current prices, million euro","Other major durables for recreation and culture","2,416.8",""
"2015","Italy","Chain linked volumes (2010), million euro","Health","31,183.7",""
"2015","Italy","Chain linked volumes (2010), million euro","Recreation and culture","66,687.3",""
"2015","Italy","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","2,245.6",""
"2015","Latvia","Percentage of total","Health","4.6",""
"2015","Latvia","Percentage of total","Recreation and culture","9.4",""
"2015","Latvia","Percentage of total","Other major durables for recreation and culture","0.0",""
"2015","Latvia","Current prices, million euro","Health","673.7",""
"2015","Latvia","Current prices, million euro","Recreation and culture","1,375.7",""
"2015","Latvia","Current prices, million euro","Other major durables for recreation and culture","5.8",""
"2015","Latvia","Chain linked volumes (2010), million euro","Health","658.4",""
"2015","Latvia","Chain linked volumes (2010), million euro","Recreation and culture","1,385.9",""
"2015","Latvia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","7.3",""
"2015","Luxembourg","Percentage of total","Health","2.0",""
"2015","Luxembourg","Percentage of total","Recreation and culture","6.3",""
"2015","Luxembourg","Percentage of total","Other major durables for recreation and culture","0.2",""
"2015","Luxembourg","Current prices, million euro","Health","356.3",""
"2015","Luxembourg","Current prices, million euro","Recreation and culture","1,121.3",""
"2015","Luxembourg","Current prices, million euro","Other major durables for recreation and culture","40.1",""
"2015","Luxembourg","Chain linked volumes (2010), million euro","Health","308.8",""
"2015","Luxembourg","Chain linked volumes (2010), million euro","Recreation and culture","1,044.9",""
"2015","Luxembourg","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","36.0",""
"2015","Slovenia","Percentage of total","Health","3.9",""
"2015","Slovenia","Percentage of total","Recreation and culture","8.4",""
"2015","Slovenia","Percentage of total","Other major durables for recreation and culture","0.2",""
"2015","Slovenia","Current prices, million euro","Health","847.8",""
"2015","Slovenia","Current prices, million euro","Recreation and culture","1,841.9",""
"2015","Slovenia","Current prices, million euro","Other major durables for recreation and culture","41.2",""
"2015","Slovenia","Chain linked volumes (2010), million euro","Health","839.3",""
"2015","Slovenia","Chain linked volumes (2010), million euro","Recreation and culture","1,823.2",""
"2015","Slovenia","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","43.3",""
"2015","Finland","Percentage of total","Health","4.4",""
"2015","Finland","Percentage of total","Recreation and culture","10.6",""
"2015","Finland","Percentage of total","Other major durables for recreation and culture","0.8",""
"2015","Finland","Current prices, million euro","Health","4,850.0",""
"2015","Finland","Current prices, million euro","Recreation and culture","11,572.0",""
"2015","Finland","Current prices, million euro","Other major durables for recreation and culture","837.0",""
"2015","Finland","Chain linked volumes (2010), million euro","Health","4,377.0",""
"2015","Finland","Chain linked volumes (2010), million euro","Recreation and culture","11,478.0",""
"2015","Finland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","798.0",""
"2015","Switzerland","Percentage of total","Health",":",""
"2015","Switzerland","Percentage of total","Recreation and culture",":",""
"2015","Switzerland","Percentage of total","Other major durables for recreation and culture",":",""
"2015","Switzerland","Current prices, million euro","Health",":",""
"2015","Switzerland","Current prices, million euro","Recreation and culture",":",""
"2015","Switzerland","Current prices, million euro","Other major durables for recreation and culture",":",""
"2015","Switzerland","Chain linked volumes (2010), million euro","Health",":",""
"2015","Switzerland","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2015","Switzerland","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2015","Bosnia and Herzegovina","Percentage of total","Health",":",""
"2015","Bosnia and Herzegovina","Percentage of total","Recreation and culture",":",""
"2015","Bosnia and Herzegovina","Percentage of total","Other major durables for recreation and culture",":",""
"2015","Bosnia and Herzegovina","Current prices, million euro","Health",":",""
"2015","Bosnia and Herzegovina","Current prices, million euro","Recreation and culture",":",""
"2015","Bosnia and Herzegovina","Current prices, million euro","Other major durables for recreation and culture",":",""
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Health",":",""
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Recreation and culture",":",""
"2015","Bosnia and Herzegovina","Chain linked volumes (2010), million euro","Other major durables for recreation and culture",":",""
"2016","European Union (28 countries)","Percentage of total","Health","3.9",""
"2016","European Union (28 countries)","Percentage of total","Recreation and culture","8.5",""
"2016","European Union (28 countries)","Percentage of total","Other major durables for recreation and culture","0.4",""
"2016","European Union (28 countries)","Current prices, million euro","Health","319,732.3",""
"2016","European Union (28 countries)","Current prices, million euro","Recreation and culture","693,889.7",""
"2016","European Union (28 countries)","Current prices, million euro","Other major durables for recreation and culture","35,803.0",""
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Health","301,728.7",""
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Recreation and culture","684,869.6",""
"2016","European Union (28 countries)","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","32,600.5",""
"2016","Belgium","Percentage of total","Health","6.3",""
"2016","Belgium","Percentage of total","Recreation and culture","8.4",""
"2016","Belgium","Percentage of total","Other major durables for recreation and culture","0.3",""
"2016","Belgium","Current prices, million euro","Health","12,911.5",""
"2016","Belgium","Current prices, million euro","Recreation and culture","17,260.5",""
"2016","Belgium","Current prices, million euro","Other major durables for recreation and culture","591.5",""
"2016","Belgium","Chain linked volumes (2010), million euro","Health","12,352.4",""
"2016","Belgium","Chain linked volumes (2010), million euro","Recreation and culture","16,257.8",""
"2016","Belgium","Chain linked volumes (2010), million euro","Other major durables for recreation and culture","551.8",""
"2016","Bulgaria","Percentage of total","Health","6.4",""
"2016","Bulgaria","Percentage of total","Recreation and culture","7.8",""
