"TIME","GEO","NA_ITEM","AGGREG","Value","Flag and Footnotes"
"2011","Greece","Price level indices (EU15=100)","Bread and cereals","108.3",""
"2011","Greece","Nominal expenditure in national currency","Gross Domestic Product","207,029",""
"2011","Greece","Nominal expenditure in national currency","Actual individual consumption","167,212",""
"2011","Greece","Nominal expenditure in national currency","Food and non-alcoholic beverages","24,922",""
"2011","Greece","Nominal expenditure in national currency","Food","23,269",""
"2011","Greece","Nominal expenditure in national currency","Bread and cereals","4,173",""
"2011","Greece","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2011","Greece","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","80.8",""
"2011","Greece","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","12.0",""
"2011","Greece","Nominal expenditure as a percentage of GDP (GDP=100)","Food","11.2",""
"2011","Greece","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","2.0",""
"2011","Greece","Nominal expenditure (in euro)","Gross Domestic Product","207,029",""
"2011","Greece","Nominal expenditure (in euro)","Actual individual consumption","167,212",""
"2011","Greece","Nominal expenditure (in euro)","Food and non-alcoholic beverages","24,922",""
"2011","Greece","Nominal expenditure (in euro)","Food","23,269",""
"2011","Greece","Nominal expenditure (in euro)","Bread and cereals","4,173",""
"2011","Greece","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","18,643",""
"2011","Greece","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","15,057",""
"2011","Greece","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","2,244",""
"2011","Greece","Nominal expenditure per inhabitant (in euro)","Food","2,095",""
"2011","Greece","Nominal expenditure per inhabitant (in euro)","Bread and cereals","376",""
"2011","Greece","Real expenditure (in PPS_EU28)","Gross Domestic Product","218,958",""
"2011","Greece","Real expenditure (in PPS_EU28)","Actual individual consumption","176,150",""
"2011","Greece","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","23,698",""
"2011","Greece","Real expenditure (in PPS_EU28)","Food","22,234",""
"2011","Greece","Real expenditure (in PPS_EU28)","Bread and cereals","3,641",""
"2011","Greece","Real expenditure (in PPS_EU27)","Gross Domestic Product","219,328",""
"2011","Greece","Real expenditure (in PPS_EU27)","Actual individual consumption","176,430",""
"2011","Greece","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","23,709",""
"2011","Greece","Real expenditure (in PPS_EU27)","Food","22,247",""
"2011","Greece","Real expenditure (in PPS_EU27)","Bread and cereals","3,642",""
"2011","Greece","Real expenditure (in PPS_EU15)","Gross Domestic Product","232,466",""
"2011","Greece","Real expenditure (in PPS_EU15)","Actual individual consumption","188,133",""
"2011","Greece","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","25,107",""
"2011","Greece","Real expenditure (in PPS_EU15)","Food","23,668",""
"2011","Greece","Real expenditure (in PPS_EU15)","Bread and cereals","3,852",""
"2011","Greece","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","19,700",""
"2011","Greece","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","15,900",""
"2011","Greece","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","2,100",""
"2011","Greece","Real expenditure per capita (in PPS_EU28)","Food","2,000",""
"2011","Greece","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300",""
"2011","Greece","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","19,800",""
"2011","Greece","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","15,900",""
"2011","Greece","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","2,100",""
"2011","Greece","Real expenditure per capita (in PPS_EU27)","Food","2,000",""
"2011","Greece","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300",""
"2011","Greece","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","20,900",""
"2011","Greece","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","16,900",""
"2011","Greece","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","2,300",""
"2011","Greece","Real expenditure per capita (in PPS_EU15)","Food","2,100",""
"2011","Greece","Real expenditure per capita (in PPS_EU15)","Bread and cereals","300",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","75",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","87",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","119",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","124",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","110",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","75",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","86",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","119",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","123",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","110",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","69",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","79",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","115",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","120",""
"2011","Greece","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","104",""
"2011","France","Purchasing power parities (EU28=1)","Gross Domestic Product","1.11548",""
"2011","France","Purchasing power parities (EU28=1)","Actual individual consumption","1.09686",""
"2011","France","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","1.09110",""
"2011","France","Purchasing power parities (EU28=1)","Food","1.10853",""
"2011","France","Purchasing power parities (EU28=1)","Bread and cereals","1.07817",""
"2011","France","Purchasing power parities (EU27=1)","Gross Domestic Product","1.11360",""
"2011","France","Purchasing power parities (EU27=1)","Actual individual consumption","1.09512",""
"2011","France","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","1.09058",""
"2011","France","Purchasing power parities (EU27=1)","Food","1.10787",""
"2011","France","Purchasing power parities (EU27=1)","Bread and cereals","1.07787",""
"2011","France","Purchasing power parities (EU15=1)","Gross Domestic Product","1.05067",""
"2011","France","Purchasing power parities (EU15=1)","Actual individual consumption","1.02700",""
"2011","France","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","1.02986",""
"2011","France","Purchasing power parities (EU15=1)","Food","1.04135",""
"2011","France","Purchasing power parities (EU15=1)","Bread and cereals","1.01907",""
"2011","France","Price level indices (EU28=100)","Gross Domestic Product","111.5",""
"2011","France","Price level indices (EU28=100)","Actual individual consumption","109.7",""
"2011","France","Price level indices (EU28=100)","Food and non-alcoholic beverages","109.1",""
"2011","France","Price level indices (EU28=100)","Food","110.9",""
"2011","France","Price level indices (EU28=100)","Bread and cereals","107.8",""
"2011","France","Price level indices (EU27=100)","Gross Domestic Product","111.4",""
"2011","France","Price level indices (EU27=100)","Actual individual consumption","109.5",""
"2011","France","Price level indices (EU27=100)","Food and non-alcoholic beverages","109.1",""
"2011","France","Price level indices (EU27=100)","Food","110.8",""
"2011","France","Price level indices (EU27=100)","Bread and cereals","107.8",""
"2011","France","Price level indices (EU15=100)","Gross Domestic Product","105.1",""
"2011","France","Price level indices (EU15=100)","Actual individual consumption","102.7",""
"2011","France","Price level indices (EU15=100)","Food and non-alcoholic beverages","103.0",""
"2011","France","Price level indices (EU15=100)","Food","104.1",""
"2011","France","Price level indices (EU15=100)","Bread and cereals","101.9",""
"2011","France","Nominal expenditure in national currency","Gross Domestic Product","2,059,284",""
"2011","France","Nominal expenditure in national currency","Actual individual consumption","1,461,745",""
"2011","France","Nominal expenditure in national currency","Food and non-alcoholic beverages","144,500",""
"2011","France","Nominal expenditure in national currency","Food","132,086",""
"2011","France","Nominal expenditure in national currency","Bread and cereals","23,472",""
"2011","France","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2011","France","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","71.0",""
"2011","France","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","7.0",""
"2011","France","Nominal expenditure as a percentage of GDP (GDP=100)","Food","6.4",""
"2011","France","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.1",""
"2011","France","Nominal expenditure (in euro)","Gross Domestic Product","2,059,284",""
"2011","France","Nominal expenditure (in euro)","Actual individual consumption","1,461,745",""
"2011","France","Nominal expenditure (in euro)","Food and non-alcoholic beverages","144,500",""
"2011","France","Nominal expenditure (in euro)","Food","132,086",""
"2011","France","Nominal expenditure (in euro)","Bread and cereals","23,472",""
"2011","France","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","31,539",""
"2011","France","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","22,387",""
"2011","France","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","2,213",""
"2011","France","Nominal expenditure per inhabitant (in euro)","Food","2,023",""
"2011","France","Nominal expenditure per inhabitant (in euro)","Bread and cereals","359",""
"2011","France","Real expenditure (in PPS_EU28)","Gross Domestic Product","1,846,092",""
"2011","France","Real expenditure (in PPS_EU28)","Actual individual consumption","1,332,665",""
"2011","France","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","132,435",""
"2011","France","Real expenditure (in PPS_EU28)","Food","119,154",""
"2011","France","Real expenditure (in PPS_EU28)","Bread and cereals","21,771",""
"2011","France","Real expenditure (in PPS_EU27)","Gross Domestic Product","1,849,206",""
"2011","France","Real expenditure (in PPS_EU27)","Actual individual consumption","1,334,784",""
"2011","France","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","132,498",""
"2011","France","Real expenditure (in PPS_EU27)","Food","119,225",""
"2011","France","Real expenditure (in PPS_EU27)","Bread and cereals","21,777",""
"2011","France","Real expenditure (in PPS_EU15)","Gross Domestic Product","1,959,977",""
"2011","France","Real expenditure (in PPS_EU15)","Actual individual consumption","1,423,321",""
"2011","France","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","140,310",""
"2011","France","Real expenditure (in PPS_EU15)","Food","126,842",""
"2011","France","Real expenditure (in PPS_EU15)","Bread and cereals","23,033",""
"2011","France","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","28,300",""
"2011","France","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","20,400",""
"2011","France","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","2,000",""
"2011","France","Real expenditure per capita (in PPS_EU28)","Food","1,800",""
"2011","France","Real expenditure per capita (in PPS_EU28)","Bread and cereals","300",""
"2011","France","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","28,300",""
"2011","France","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","20,400",""
"2011","France","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","2,000",""
"2011","France","Real expenditure per capita (in PPS_EU27)","Food","1,800",""
"2011","France","Real expenditure per capita (in PPS_EU27)","Bread and cereals","300",""
"2011","France","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","30,000",""
"2011","France","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","21,800",""
"2011","France","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","2,100",""
"2011","France","Real expenditure per capita (in PPS_EU15)","Food","1,900",""
"2011","France","Real expenditure per capita (in PPS_EU15)","Bread and cereals","400",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","108",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","111",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","113",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","113",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","112",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","108",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","111",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","113",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","112",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","112",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","99",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","102",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","109",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","109",""
"2011","France","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","106",""
"2011","Italy","Purchasing power parities (EU28=1)","Gross Domestic Product","1.00587",""
"2011","Italy","Purchasing power parities (EU28=1)","Actual individual consumption","1.01540",""
"2011","Italy","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","1.12748",""
"2011","Italy","Purchasing power parities (EU28=1)","Food","1.14599",""
"2011","Italy","Purchasing power parities (EU28=1)","Bread and cereals","1.15358",""
"2011","Italy","Purchasing power parities (EU27=1)","Gross Domestic Product","1.00418",""
"2011","Italy","Purchasing power parities (EU27=1)","Actual individual consumption","1.01379",""
"2011","Italy","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","1.12694",""
"2011","Italy","Purchasing power parities (EU27=1)","Food","1.14531",""
"2011","Italy","Purchasing power parities (EU27=1)","Bread and cereals","1.15326",""
"2011","Italy","Purchasing power parities (EU15=1)","Gross Domestic Product","0.947426",""
"2011","Italy","Purchasing power parities (EU15=1)","Actual individual consumption","0.950725",""
"2011","Italy","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","1.06420",""
"2011","Italy","Purchasing power parities (EU15=1)","Food","1.07653",""
"2011","Italy","Purchasing power parities (EU15=1)","Bread and cereals","1.09035",""
"2011","Italy","Price level indices (EU28=100)","Gross Domestic Product","100.6",""
"2011","Italy","Price level indices (EU28=100)","Actual individual consumption","101.5",""
"2011","Italy","Price level indices (EU28=100)","Food and non-alcoholic beverages","112.7",""
"2011","Italy","Price level indices (EU28=100)","Food","114.6",""
"2011","Italy","Price level indices (EU28=100)","Bread and cereals","115.4",""
"2011","Italy","Price level indices (EU27=100)","Gross Domestic Product","100.4",""
"2011","Italy","Price level indices (EU27=100)","Actual individual consumption","101.4",""
"2011","Italy","Price level indices (EU27=100)","Food and non-alcoholic beverages","112.7",""
"2011","Italy","Price level indices (EU27=100)","Food","114.5",""
"2011","Italy","Price level indices (EU27=100)","Bread and cereals","115.3",""
"2011","Italy","Price level indices (EU15=100)","Gross Domestic Product","94.7",""
"2011","Italy","Price level indices (EU15=100)","Actual individual consumption","95.1",""
"2011","Italy","Price level indices (EU15=100)","Food and non-alcoholic beverages","106.4",""
"2011","Italy","Price level indices (EU15=100)","Food","107.7",""
"2011","Italy","Price level indices (EU15=100)","Bread and cereals","109.0",""
"2011","Italy","Nominal expenditure in national currency","Gross Domestic Product","1,637,463",""
"2011","Italy","Nominal expenditure in national currency","Actual individual consumption","1,194,525",""
"2011","Italy","Nominal expenditure in national currency","Food and non-alcoholic beverages","144,741",""
"2011","Italy","Nominal expenditure in national currency","Food","133,765",""
"2011","Italy","Nominal expenditure in national currency","Bread and cereals","24,266",""
"2011","Italy","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2011","Italy","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","72.9",""
"2011","Italy","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","8.8",""
"2011","Italy","Nominal expenditure as a percentage of GDP (GDP=100)","Food","8.2",""
"2011","Italy","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.5",""
"2011","Italy","Nominal expenditure (in euro)","Gross Domestic Product","1,637,463",""
"2011","Italy","Nominal expenditure (in euro)","Actual individual consumption","1,194,525",""
"2011","Italy","Nominal expenditure (in euro)","Food and non-alcoholic beverages","144,741",""
"2011","Italy","Nominal expenditure (in euro)","Food","133,765",""
"2011","Italy","Nominal expenditure (in euro)","Bread and cereals","24,266",""
"2011","Italy","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","27,264",""
"2011","Italy","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","19,889",""
"2011","Italy","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","2,410",""
"2011","Italy","Nominal expenditure per inhabitant (in euro)","Food","2,227",""
"2011","Italy","Nominal expenditure per inhabitant (in euro)","Bread and cereals","404",""
"2011","Italy","Real expenditure (in PPS_EU28)","Gross Domestic Product","1,627,903",""
"2011","Italy","Real expenditure (in PPS_EU28)","Actual individual consumption","1,176,409",""
"2011","Italy","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","128,376",""
"2011","Italy","Real expenditure (in PPS_EU28)","Food","116,725",""
"2011","Italy","Real expenditure (in PPS_EU28)","Bread and cereals","21,035",""
"2011","Italy","Real expenditure (in PPS_EU27)","Gross Domestic Product","1,630,649",""
"2011","Italy","Real expenditure (in PPS_EU27)","Actual individual consumption","1,178,280",""
"2011","Italy","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","128,437",""
"2011","Italy","Real expenditure (in PPS_EU27)","Food","116,794",""
"2011","Italy","Real expenditure (in PPS_EU27)","Bread and cereals","21,041",""
"2011","Italy","Real expenditure (in PPS_EU15)","Gross Domestic Product","1,728,328",""
"2011","Italy","Real expenditure (in PPS_EU15)","Actual individual consumption","1,256,436",""
"2011","Italy","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","136,010",""
"2011","Italy","Real expenditure (in PPS_EU15)","Food","124,256",""
"2011","Italy","Real expenditure (in PPS_EU15)","Bread and cereals","22,255",""
"2011","Italy","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","27,100",""
"2011","Italy","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","19,600",""
"2011","Italy","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","2,100",""
"2011","Italy","Real expenditure per capita (in PPS_EU28)","Food","1,900",""
"2011","Italy","Real expenditure per capita (in PPS_EU28)","Bread and cereals","400",""
"2011","Italy","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","27,200",""
"2011","Italy","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","19,600",""
"2011","Italy","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","2,100",""
"2011","Italy","Real expenditure per capita (in PPS_EU27)","Food","1,900",""
"2011","Italy","Real expenditure per capita (in PPS_EU27)","Bread and cereals","400",""
"2011","Italy","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","28,800",""
"2011","Italy","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","20,900",""
"2011","Italy","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","2,300",""
"2011","Italy","Real expenditure per capita (in PPS_EU15)","Food","2,100",""
"2011","Italy","Real expenditure per capita (in PPS_EU15)","Bread and cereals","400",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","104",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","107",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","120",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","120",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","118",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","103",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Actual individual consumption","107",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Food and non-alcoholic beverages","119",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Food","120",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU27=100)","Bread and cereals","117",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Gross Domestic Product","95",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Actual individual consumption","98",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Food and non-alcoholic beverages","115",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Food","116",""
"2011","Italy","Volume indices of real expenditure per capita in PPS (EU15=100)","Bread and cereals","111",""
"2011","Latvia","Purchasing power parities (EU28=1)","Gross Domestic Product","0.660922",""
"2011","Latvia","Purchasing power parities (EU28=1)","Actual individual consumption","0.658198",""
"2011","Latvia","Purchasing power parities (EU28=1)","Food and non-alcoholic beverages","0.879950",""
"2011","Latvia","Purchasing power parities (EU28=1)","Food","0.856097",""
"2011","Latvia","Purchasing power parities (EU28=1)","Bread and cereals","0.815781",""
"2011","Latvia","Purchasing power parities (EU27=1)","Gross Domestic Product","0.659809",""
"2011","Latvia","Purchasing power parities (EU27=1)","Actual individual consumption","0.657153",""
"2011","Latvia","Purchasing power parities (EU27=1)","Food and non-alcoholic beverages","0.879534",""
"2011","Latvia","Purchasing power parities (EU27=1)","Food","0.855590",""
"2011","Latvia","Purchasing power parities (EU27=1)","Bread and cereals","0.815555",""
"2011","Latvia","Purchasing power parities (EU15=1)","Gross Domestic Product","0.622518",""
"2011","Latvia","Purchasing power parities (EU15=1)","Actual individual consumption","0.616275",""
"2011","Latvia","Purchasing power parities (EU15=1)","Food and non-alcoholic beverages","0.830564",""
"2011","Latvia","Purchasing power parities (EU15=1)","Food","0.804210",""
"2011","Latvia","Purchasing power parities (EU15=1)","Bread and cereals","0.771063",""
"2011","Latvia","Price level indices (EU28=100)","Gross Domestic Product","65.8",""
"2011","Latvia","Price level indices (EU28=100)","Actual individual consumption","65.5",""
"2011","Latvia","Price level indices (EU28=100)","Food and non-alcoholic beverages","87.6",""
"2011","Latvia","Price level indices (EU28=100)","Food","85.2",""
"2011","Latvia","Price level indices (EU28=100)","Bread and cereals","81.2",""
"2011","Latvia","Price level indices (EU27=100)","Gross Domestic Product","65.7",""
"2011","Latvia","Price level indices (EU27=100)","Actual individual consumption","65.4",""
"2011","Latvia","Price level indices (EU27=100)","Food and non-alcoholic beverages","87.5",""
"2011","Latvia","Price level indices (EU27=100)","Food","85.1",""
"2011","Latvia","Price level indices (EU27=100)","Bread and cereals","81.2",""
"2011","Latvia","Price level indices (EU15=100)","Gross Domestic Product","61.9",""
"2011","Latvia","Price level indices (EU15=100)","Actual individual consumption","61.3",""
"2011","Latvia","Price level indices (EU15=100)","Food and non-alcoholic beverages","82.6",""
"2011","Latvia","Price level indices (EU15=100)","Food","80.0",""
"2011","Latvia","Price level indices (EU15=100)","Bread and cereals","76.7",""
"2011","Latvia","Nominal expenditure in national currency","Gross Domestic Product","20,303",""
"2011","Latvia","Nominal expenditure in national currency","Actual individual consumption","14,195",""
"2011","Latvia","Nominal expenditure in national currency","Food and non-alcoholic beverages","2,473",""
"2011","Latvia","Nominal expenditure in national currency","Food","2,261",""
"2011","Latvia","Nominal expenditure in national currency","Bread and cereals","358",""
"2011","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Gross Domestic Product","100.0",""
"2011","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Actual individual consumption","69.9",""
"2011","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Food and non-alcoholic beverages","12.2",""
"2011","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Food","11.1",""
"2011","Latvia","Nominal expenditure as a percentage of GDP (GDP=100)","Bread and cereals","1.8",""
"2011","Latvia","Nominal expenditure (in euro)","Gross Domestic Product","20,202",""
"2011","Latvia","Nominal expenditure (in euro)","Actual individual consumption","14,125",""
"2011","Latvia","Nominal expenditure (in euro)","Food and non-alcoholic beverages","2,460",""
"2011","Latvia","Nominal expenditure (in euro)","Food","2,250",""
"2011","Latvia","Nominal expenditure (in euro)","Bread and cereals","356",""
"2011","Latvia","Nominal expenditure per inhabitant (in euro)","Gross Domestic Product","9,813",""
"2011","Latvia","Nominal expenditure per inhabitant (in euro)","Actual individual consumption","6,861",""
"2011","Latvia","Nominal expenditure per inhabitant (in euro)","Food and non-alcoholic beverages","1,195",""
"2011","Latvia","Nominal expenditure per inhabitant (in euro)","Food","1,093",""
"2011","Latvia","Nominal expenditure per inhabitant (in euro)","Bread and cereals","173",""
"2011","Latvia","Real expenditure (in PPS_EU28)","Gross Domestic Product","30,719",""
"2011","Latvia","Real expenditure (in PPS_EU28)","Actual individual consumption","21,566",""
"2011","Latvia","Real expenditure (in PPS_EU28)","Food and non-alcoholic beverages","2,810",""
"2011","Latvia","Real expenditure (in PPS_EU28)","Food","2,641",""
"2011","Latvia","Real expenditure (in PPS_EU28)","Bread and cereals","439",""
"2011","Latvia","Real expenditure (in PPS_EU27)","Gross Domestic Product","30,771",""
"2011","Latvia","Real expenditure (in PPS_EU27)","Actual individual consumption","21,601",""
"2011","Latvia","Real expenditure (in PPS_EU27)","Food and non-alcoholic beverages","2,811",""
"2011","Latvia","Real expenditure (in PPS_EU27)","Food","2,643",""
"2011","Latvia","Real expenditure (in PPS_EU27)","Bread and cereals","439",""
"2011","Latvia","Real expenditure (in PPS_EU15)","Gross Domestic Product","32,614",""
"2011","Latvia","Real expenditure (in PPS_EU15)","Actual individual consumption","23,034",""
"2011","Latvia","Real expenditure (in PPS_EU15)","Food and non-alcoholic beverages","2,977",""
"2011","Latvia","Real expenditure (in PPS_EU15)","Food","2,812",""
"2011","Latvia","Real expenditure (in PPS_EU15)","Bread and cereals","464",""
"2011","Latvia","Real expenditure per capita (in PPS_EU28)","Gross Domestic Product","14,900",""
"2011","Latvia","Real expenditure per capita (in PPS_EU28)","Actual individual consumption","10,500",""
"2011","Latvia","Real expenditure per capita (in PPS_EU28)","Food and non-alcoholic beverages","1,400",""
"2011","Latvia","Real expenditure per capita (in PPS_EU28)","Food","1,300",""
"2011","Latvia","Real expenditure per capita (in PPS_EU28)","Bread and cereals","200",""
"2011","Latvia","Real expenditure per capita (in PPS_EU27)","Gross Domestic Product","14,900",""
"2011","Latvia","Real expenditure per capita (in PPS_EU27)","Actual individual consumption","10,500",""
"2011","Latvia","Real expenditure per capita (in PPS_EU27)","Food and non-alcoholic beverages","1,400",""
"2011","Latvia","Real expenditure per capita (in PPS_EU27)","Food","1,300",""
"2011","Latvia","Real expenditure per capita (in PPS_EU27)","Bread and cereals","200",""
"2011","Latvia","Real expenditure per capita (in PPS_EU15)","Gross Domestic Product","15,800",""
"2011","Latvia","Real expenditure per capita (in PPS_EU15)","Actual individual consumption","11,200",""
"2011","Latvia","Real expenditure per capita (in PPS_EU15)","Food and non-alcoholic beverages","1,400",""
"2011","Latvia","Real expenditure per capita (in PPS_EU15)","Food","1,400",""
"2011","Latvia","Real expenditure per capita (in PPS_EU15)","Bread and cereals","200",""
"2011","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Gross Domestic Product","57",""
"2011","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Actual individual consumption","57",""
"2011","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Food and non-alcoholic beverages","76",""
"2011","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Food","79",""
"2011","Latvia","Volume indices of real expenditure per capita in PPS (EU28=100)","Bread and cereals","72",""
"2011","Latvia","Volume indices of real expenditure per capita in PPS (EU27=100)","Gross Domestic Product","57",""
